id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
626,5,Yes,0,3,Yes,0,2,Introvert
627,2,No,3,5,No,6,9,Extrovert
628,4,Yes,,,Yes,4,0,Introvert
629,3,,8,,No,11,7,Extrovert
630,2,,8,6,No,12,7,Extrovert
631,3,No,8,6,No,6,3,Extrovert
632,5,Yes,1,3,Yes,5,1,Introvert
633,2,,9,6,No,10,5,Extrovert
634,3,No,7,6,No,12,5,Extrovert
635,10,Yes,,2,Yes,5,2,Introvert
636,3,No,5,4,No,13,,Extrovert
637,2,No,6,,No,9,8,Extrovert
638,4,Yes,1,0,,5,1,Introvert
639,3,No,7,6,No,,3,Extrovert
640,3,No,7,5,No,15,4,Extrovert
641,0,No,6,3,No,8,8,Extrovert
642,3,No,4,5,No,12,5,Extrovert
643,2,No,8,3,No,11,4,Extrovert
644,3,No,8,4,,11,8,Extrovert
645,0,No,9,4,No,13,5,Extrovert
646,0,No,8,3,No,11,7,Extrovert
647,1,No,7,3,No,15,10,Extrovert
648,4,No,9,4,No,15,6,Extrovert
649,4,No,4,6,No,12,6,Extrovert
650,9,Yes,,2,Yes,3,1,Introvert
651,11,Yes,2,3,Yes,4,3,Extrovert
652,,No,5,6,No,13,9,Extrovert
653,3,No,5,,No,7,3,Extrovert
654,2,No,5,3,No,6,8,Extrovert
655,9,Yes,,0,Yes,3,1,Extrovert
656,2,No,,6,No,11,9,Extrovert
657,10,Yes,3,0,Yes,5,2,Introvert
658,2,No,4,3,No,5,7,Extrovert
659,1,No,,6,No,8,9,Extrovert
660,4,Yes,1,,Yes,4,0,Introvert
661,5,Yes,0,,Yes,4,2,Introvert
662,1,No,7,7,No,13,10,Extrovert
663,2,No,6,7,No,6,3,Extrovert
664,0,No,5,4,No,15,9,Extrovert
665,5,Yes,3,3,Yes,5,0,Introvert
666,0,No,6,5,No,15,7,Extrovert
667,2,No,8,5,No,4,9,Extrovert
668,3,No,6,,No,13,7,Extrovert
669,2,,4,7,No,12,7,Extrovert
670,1,No,6,4,No,10,8,Extrovert
671,1,No,6,3,No,10,4,Extrovert
672,1,No,6,5,No,,5,Extrovert
673,1,No,4,7,No,13,6,Extrovert
674,0,No,6,6,No,10,6,Extrovert
675,2,No,6,3,,10,3,Extrovert
676,4,No,4,4,No,6,8,Extrovert
677,6,,,0,Yes,3,0,Introvert
678,2,No,5,5,No,13,,Extrovert
679,5,Yes,0,3,Yes,2,1,Introvert
680,2,No,10,5,No,8,9,Extrovert
681,8,,0,0,Yes,5,0,Introvert
682,1,,7,6,No,6,3,Extrovert
683,6,Yes,,2,Yes,0,2,Introvert
684,0,No,9,7,No,11,9,Extrovert
685,2,No,4,6,No,15,8,Extrovert
686,3,No,4,3,No,8,9,Extrovert
687,,No,5,4,No,15,4,Extrovert
688,7,Yes,3,0,Yes,3,0,Introvert
689,1,No,5,7,No,9,6,Extrovert
690,8,,0,1,Yes,,1,Introvert
691,10,Yes,2,0,Yes,5,3,Introvert
692,2,,6,4,No,10,6,Extrovert
693,0,,9,4,No,8,9,Extrovert
694,,No,10,5,No,15,7,Extrovert
695,1,No,7,5,No,4,9,Extrovert
696,,No,3,5,No,7,4,Extrovert
697,0,No,9,4,No,13,3,Extrovert
698,2,No,3,4,No,4,5,Extrovert
699,6,Yes,2,3,,3,1,Introvert
700,10,,0,,Yes,5,1,Introvert
701,0,No,10,5,No,13,4,Extrovert
702,9,Yes,0,0,Yes,3,4,Introvert
703,4,Yes,0,,Yes,3,0,Introvert
704,1,,7,6,No,,9,Extrovert
705,6,Yes,0,1,Yes,,2,Introvert
706,3,No,6,6,No,12,7,Extrovert
707,6,Yes,0,1,Yes,1,2,Extrovert
708,2,No,8,5,No,8,,Extrovert
709,3,,7,3,No,8,9,Extrovert
710,2,No,6,7,No,6,6,Extrovert
711,3,,7,6,No,8,7,Extrovert
712,0,No,8,3,No,13,6,Extrovert
713,7,Yes,2,2,Yes,3,,Introvert
714,5,Yes,4,2,Yes,4,1,Extrovert
715,,Yes,1,0,Yes,5,0,Introvert
716,1,No,5,5,No,12,7,Extrovert
717,5,Yes,1,2,Yes,4,1,Introvert
718,6,Yes,0,0,Yes,2,1,Introvert
719,0,No,7,4,No,,3,Extrovert
720,3,No,6,5,No,15,4,Extrovert
721,3,,4,6,No,10,6,Extrovert
722,10,Yes,,0,Yes,4,2,Introvert
723,3,No,5,3,No,10,8,Extrovert
724,0,No,6,7,No,6,8,Extrovert
725,3,No,7,,No,14,4,Extrovert
726,3,No,5,4,No,9,9,Extrovert
727,6,Yes,3,2,Yes,3,2,Extrovert
728,3,,9,6,No,15,6,Extrovert
729,,No,9,6,No,15,10,Extrovert
730,9,,0,1,Yes,4,0,Introvert
731,2,No,9,3,No,8,3,Extrovert
732,1,No,,4,No,15,4,Extrovert
733,7,Yes,2,3,Yes,4,0,Introvert
734,2,No,8,3,No,11,3,Extrovert
735,,No,7,5,No,9,7,Extrovert
736,0,No,7,7,No,,4,Extrovert
737,7,Yes,0,,Yes,5,2,Extrovert
738,5,No,5,7,No,8,7,Introvert
739,4,No,9,6,No,13,7,Extrovert
740,0,No,,6,No,12,3,Extrovert
741,2,No,10,4,No,6,4,Extrovert
742,2,No,6,4,No,5,7,Extrovert
743,2,No,8,4,No,10,8,Extrovert
744,,No,,4,No,6,7,Extrovert
745,0,No,7,3,No,5,7,Extrovert
746,8,Yes,1,1,Yes,4,5,Introvert
747,4,Yes,1,0,Yes,1,3,Introvert
748,2,No,8,,No,15,7,Extrovert
749,5,Yes,4,0,Yes,1,0,Introvert
750,1,No,7,5,No,6,7,Extrovert
751,0,No,7,3,No,14,3,Extrovert
752,1,No,,5,No,10,6,Extrovert
753,4,No,8,4,No,5,6,Extrovert
754,3,,4,3,No,9,6,Extrovert
755,3,No,7,5,No,15,,Extrovert
756,0,,7,4,No,6,8,Extrovert
757,0,No,5,,No,12,3,Extrovert
758,,No,5,4,No,15,5,Extrovert
759,1,No,9,7,No,13,7,Extrovert
760,2,No,,3,No,15,10,Extrovert
761,2,No,7,5,No,9,6,Extrovert
762,10,Yes,2,2,Yes,,0,Introvert
763,0,No,5,,No,8,7,Extrovert
764,1,No,8,5,No,15,3,Extrovert
765,4,Yes,,,Yes,5,0,Introvert
766,0,,4,5,No,7,7,Extrovert
767,1,,7,4,No,6,6,Extrovert
768,1,,9,5,No,14,10,Extrovert
769,1,No,4,5,No,9,4,Extrovert
770,3,No,7,4,No,14,9,Extrovert
771,4,No,6,6,No,8,10,Extrovert
772,3,No,4,6,No,5,6,Extrovert
773,1,No,6,3,No,4,8,Extrovert
774,2,No,8,5,No,8,4,Extrovert
775,9,Yes,,2,Yes,0,0,Introvert
776,0,No,5,3,No,8,7,Extrovert
777,3,No,4,3,No,6,4,Extrovert
778,0,No,5,6,No,5,8,Extrovert
779,2,No,9,,No,14,4,Extrovert
780,0,No,8,3,No,9,,Extrovert
781,8,Yes,0,2,,4,0,Introvert
782,0,No,8,5,No,14,9,Extrovert
783,3,No,8,3,No,10,7,Extrovert
784,10,Yes,3,2,Yes,3,0,Introvert
785,2,No,9,5,No,9,3,Extrovert
786,2,,8,6,No,14,6,Extrovert
787,9,Yes,1,1,,1,1,Introvert
788,3,No,4,3,No,,10,Extrovert
789,2,No,6,3,No,12,3,Extrovert
790,0,No,9,5,No,15,5,Extrovert
791,2,,7,3,No,5,4,Extrovert
792,0,No,5,,No,11,6,Extrovert
793,5,Yes,1,0,Yes,7,2,Introvert
794,6,Yes,3,0,Yes,0,,Introvert
795,4,No,10,7,No,11,6,Extrovert
796,7,,2,0,Yes,1,1,Introvert
797,2,No,4,3,No,,9,Extrovert
798,1,No,,4,No,14,7,Extrovert
799,3,No,6,3,No,14,3,Extrovert
800,10,,0,2,Yes,1,1,Introvert
801,0,No,7,7,No,13,8,Extrovert
802,5,Yes,3,,Yes,3,0,Introvert
803,2,No,3,4,No,8,6,Extrovert
804,2,No,6,6,No,12,7,Extrovert
805,3,No,7,5,No,13,4,Extrovert
806,3,No,4,7,No,6,5,Extrovert
807,3,No,6,4,No,15,4,Extrovert
808,2,No,4,7,No,9,,Extrovert
809,11,Yes,2,0,Yes,1,3,Introvert
810,,No,9,5,No,5,9,Extrovert
811,1,No,7,4,No,15,8,Extrovert
812,7,Yes,2,,Yes,4,1,Introvert
813,6,Yes,3,0,Yes,,0,Introvert
814,,No,9,5,No,14,4,Extrovert
815,3,No,9,5,No,5,6,Extrovert
816,9,Yes,,,Yes,1,2,Introvert
817,3,No,5,5,No,12,3,Extrovert
818,8,Yes,2,3,Yes,2,2,Introvert
819,5,Yes,1,1,Yes,0,3,Introvert
820,1,No,6,5,No,8,5,Extrovert
821,4,Yes,3,3,Yes,0,0,Introvert
822,3,No,4,4,No,10,6,Extrovert
823,10,Yes,3,0,,1,1,Introvert
824,6,No,7,5,No,7,7,Extrovert
825,1,,9,6,No,6,5,Extrovert
826,8,Yes,0,,Yes,5,3,Introvert
827,5,Yes,2,0,,3,1,Introvert
828,3,No,9,6,No,,3,Extrovert
829,0,No,4,5,No,12,9,Extrovert
830,7,Yes,1,3,Yes,4,3,Introvert
831,7,Yes,,1,Yes,2,0,Introvert
832,2,,8,5,No,14,6,Extrovert
833,3,No,10,6,No,13,5,Extrovert
834,2,No,4,3,No,12,6,Extrovert
835,3,No,5,,No,11,5,Extrovert
836,,No,6,6,No,11,3,Extrovert
837,1,No,5,7,No,14,7,Extrovert
838,6,Yes,0,0,Yes,5,3,Introvert
839,2,No,9,7,No,10,5,Extrovert
840,2,No,8,3,No,8,8,Extrovert
841,6,Yes,,0,Yes,4,2,Introvert
842,2,,7,5,No,12,8,Extrovert
843,2,,5,6,No,6,6,Extrovert
844,,No,7,3,No,14,4,Extrovert
845,4,No,5,6,No,7,6,Extrovert
846,7,Yes,1,3,Yes,4,0,Introvert
847,8,Yes,0,0,Yes,,1,Introvert
848,2,No,6,5,,14,9,Extrovert
849,11,,0,1,Yes,3,2,Introvert
850,2,No,4,7,No,9,6,Extrovert
851,0,No,5,7,No,14,4,Extrovert
852,4,Yes,1,2,Yes,3,1,Introvert
853,1,No,5,3,No,7,3,Extrovert
854,1,No,6,4,No,4,4,Extrovert
855,5,No,7,5,No,9,3,Extrovert
856,9,Yes,2,3,Yes,5,1,Introvert
857,8,Yes,2,0,Yes,2,1,Introvert
858,10,Yes,1,1,Yes,3,1,Introvert
859,8,Yes,1,1,,1,2,Introvert
860,3,No,4,,No,9,9,Extrovert
861,5,Yes,0,1,Yes,2,,Introvert
862,0,No,9,3,No,7,3,Extrovert
863,6,No,6,6,No,11,3,Extrovert
864,2,No,9,6,No,15,5,Extrovert
865,1,No,5,3,No,7,5,Extrovert
866,2,No,8,3,No,12,8,Extrovert
867,3,No,4,7,No,6,10,Extrovert
868,0,Yes,5,3,Yes,5,3,Introvert
869,10,Yes,2,0,Yes,,2,Extrovert
870,1,No,,7,No,7,7,Extrovert
871,3,No,4,4,No,5,7,Extrovert
872,3,No,4,4,No,9,5,Extrovert
873,2,No,3,4,No,13,8,Extrovert
874,2,No,5,5,No,9,4,Extrovert
875,,No,4,7,No,15,3,Extrovert
876,4,No,9,3,No,10,8,Extrovert
877,1,No,4,6,No,13,4,Introvert
878,3,No,8,6,No,4,5,Extrovert
879,0,No,,4,No,13,3,Extrovert
880,5,No,0,2,No,3,1,Extrovert
881,1,No,9,4,No,11,10,Extrovert
882,0,No,7,7,No,8,5,Extrovert
883,2,No,4,5,No,10,5,Extrovert
884,2,No,5,7,No,14,3,Extrovert
885,6,,3,2,Yes,4,1,Introvert
886,2,No,5,4,No,,8,Extrovert
887,0,No,7,3,No,4,9,Extrovert
888,3,No,7,4,No,9,9,Extrovert
889,2,No,,4,No,5,5,Extrovert
890,10,,3,2,,4,0,Introvert
891,,No,4,4,No,11,7,Extrovert
892,,No,9,3,No,12,5,Extrovert
893,1,No,4,7,No,6,4,Extrovert
894,1,No,7,5,No,15,,Extrovert
895,1,No,6,5,No,,3,Extrovert
896,0,No,9,5,No,8,9,Extrovert
897,0,No,5,7,No,6,5,Extrovert
898,3,No,5,6,No,8,4,Extrovert
899,1,No,8,7,No,7,3,Extrovert
900,3,No,8,5,No,12,6,Extrovert
901,3,,6,3,No,9,3,Extrovert
902,8,Yes,2,2,,2,2,Introvert
903,1,No,4,,No,12,5,Extrovert
904,3,No,8,3,No,15,5,Extrovert
905,0,No,7,6,No,5,9,Extrovert
906,3,No,9,3,No,14,,Extrovert
907,1,No,4,3,No,9,6,Extrovert
908,0,No,5,3,No,10,5,Extrovert
909,8,Yes,2,1,,2,1,Introvert
910,11,Yes,1,0,,4,0,Introvert
911,2,No,9,7,No,15,6,Extrovert
912,,No,7,,No,11,8,Extrovert
913,9,Yes,,1,Yes,4,,Introvert
914,2,No,8,6,No,,5,Extrovert
915,4,No,7,6,No,13,5,Extrovert
916,,Yes,3,1,Yes,2,1,Introvert
917,0,No,8,5,No,13,10,Extrovert
918,0,No,9,6,No,8,,Extrovert
919,0,No,3,3,No,7,3,Extrovert
920,1,No,6,7,No,10,5,Extrovert
921,0,No,5,5,No,8,,Extrovert
922,1,No,10,5,No,8,3,Extrovert
923,1,No,9,4,No,7,9,Extrovert
924,2,No,5,4,No,12,8,Extrovert
925,0,No,9,6,,10,5,Extrovert
926,1,No,9,3,No,9,6,Extrovert
927,4,Yes,2,1,,2,0,Introvert
928,10,Yes,1,3,Yes,3,1,Introvert
929,5,Yes,2,1,Yes,0,2,Introvert
930,9,Yes,2,3,Yes,3,3,Introvert
931,3,No,7,6,No,6,7,Extrovert
932,5,Yes,3,3,Yes,3,0,Introvert
933,2,,6,5,No,15,4,Extrovert
934,3,No,5,6,No,4,7,Extrovert
935,0,No,6,5,No,12,3,Extrovert
936,9,Yes,1,1,Yes,2,,Introvert
937,1,No,4,5,No,5,7,Extrovert
938,4,No,9,5,No,9,6,Extrovert
939,0,No,9,6,No,10,,Extrovert
940,1,,4,7,No,10,3,Extrovert
941,2,No,10,4,No,7,4,Extrovert
942,3,No,9,,No,14,3,Extrovert
943,2,No,9,,No,7,5,Extrovert
944,4,No,7,3,No,6,6,Extrovert
945,10,No,3,3,No,5,3,Extrovert
946,7,Yes,3,2,,4,2,Extrovert
947,3,No,6,7,No,12,9,Extrovert
948,0,No,5,6,No,8,7,Extrovert
949,6,,0,1,Yes,5,1,Introvert
950,9,Yes,,2,Yes,1,1,Introvert
951,1,No,7,3,No,11,3,Extrovert
952,1,No,8,6,No,,3,Extrovert
953,3,No,4,5,No,5,3,Extrovert
954,0,No,5,7,No,7,5,Extrovert
955,0,No,7,5,No,9,7,Extrovert
956,0,,9,5,No,7,6,Extrovert
957,2,No,6,6,No,7,9,Extrovert
958,1,No,5,4,No,10,4,Extrovert
959,3,No,9,4,No,6,8,Extrovert
960,1,No,5,6,No,15,4,Extrovert
961,4,No,8,5,No,7,4,Extrovert
962,1,No,7,7,No,11,3,Extrovert
963,3,No,8,6,No,14,4,Extrovert
964,5,Yes,3,0,Yes,7,1,Introvert
965,8,Yes,0,2,Yes,,2,Introvert
966,0,No,7,7,No,8,3,Extrovert
967,0,,6,6,No,,8,Extrovert
968,2,No,,3,No,8,6,Extrovert
969,11,,2,2,Yes,5,1,Introvert
970,2,,5,4,No,14,7,Extrovert
971,3,,4,5,No,5,6,Extrovert
972,7,Yes,3,,Yes,4,1,Introvert
973,3,No,4,6,No,4,4,Extrovert
974,,No,5,3,No,8,6,Extrovert
975,1,No,3,6,No,11,7,Extrovert
976,2,No,,5,No,10,7,Extrovert
977,2,No,6,4,No,14,9,Extrovert
978,1,No,5,6,No,10,8,Extrovert
979,0,,4,4,No,14,3,Extrovert
980,3,No,4,4,No,6,,Extrovert
981,9,Yes,2,0,,5,2,Introvert
982,0,No,8,6,No,4,9,Extrovert
983,,No,3,5,No,6,4,Extrovert
984,5,,3,2,Yes,3,0,Introvert
985,1,,9,4,No,12,8,Extrovert
986,1,No,3,6,No,7,4,Extrovert
987,1,No,5,6,No,13,7,Extrovert
988,1,No,4,5,No,5,3,Extrovert
989,11,Yes,1,0,Yes,0,1,Introvert
990,8,Yes,3,2,Yes,4,0,Introvert
991,,No,7,6,No,12,6,Extrovert
992,0,No,8,6,No,8,5,Extrovert
993,1,,7,3,No,11,6,Extrovert
994,8,Yes,1,0,,4,,Introvert
995,1,No,9,6,No,10,4,Extrovert
996,4,Yes,1,,Yes,4,2,Introvert
997,1,No,8,,No,10,6,Extrovert
998,5,,0,2,Yes,4,0,Introvert
999,2,No,7,,No,12,3,Extrovert
1000,1,No,4,4,No,14,3,Extrovert
1001,3,No,5,3,No,9,3,Extrovert
1002,1,No,8,6,No,10,6,Extrovert
1003,1,No,5,4,No,7,5,Extrovert
1004,1,No,7,4,No,,3,Extrovert
1005,7,Yes,3,,Yes,5,2,Introvert
1006,3,No,7,5,No,10,4,Extrovert
1007,5,Yes,1,1,Yes,1,3,Introvert
1008,0,No,9,4,,14,8,Extrovert
1009,3,No,9,3,No,5,10,Extrovert
1010,0,,9,5,No,9,5,Extrovert
1011,1,No,7,6,No,9,6,Extrovert
1012,1,No,7,5,No,,3,Extrovert
1013,2,No,7,7,No,3,9,Extrovert
1014,3,No,8,,No,9,5,Extrovert
1015,10,Yes,3,,Yes,5,0,Introvert
1016,3,No,8,3,No,10,6,Extrovert
1017,0,No,9,5,No,13,6,Extrovert
1018,2,No,6,5,No,12,,Extrovert
1019,0,No,4,6,No,12,6,Extrovert
1020,3,No,6,3,No,10,3,Extrovert
1021,6,Yes,2,,,1,2,Introvert
1022,0,No,4,7,No,9,7,Extrovert
1023,3,No,9,4,No,9,8,Extrovert
1024,0,No,7,5,No,15,9,Extrovert
1025,1,No,4,6,No,11,10,Extrovert
1026,8,Yes,3,0,Yes,6,0,Introvert
1027,0,No,7,4,No,7,7,Extrovert
1028,8,,1,2,Yes,2,0,Introvert
1029,2,,9,6,No,10,8,Extrovert
1030,1,No,6,4,No,5,9,Extrovert
1031,11,Yes,3,0,Yes,4,2,Introvert
1032,8,Yes,1,0,,2,0,Introvert
1033,10,Yes,2,1,Yes,0,0,Introvert
1034,0,No,6,5,No,,,Extrovert
1035,0,No,7,5,No,14,,Extrovert
1036,5,Yes,1,0,Yes,2,0,Introvert
1037,4,Yes,2,3,Yes,1,2,Extrovert
1038,3,No,7,5,No,10,7,Extrovert
1039,11,Yes,2,1,Yes,1,,Introvert
1040,5,Yes,3,2,Yes,4,3,Introvert
1041,11,Yes,0,1,Yes,0,0,Extrovert
1042,2,No,,5,No,5,9,Extrovert
1043,2,No,6,5,No,12,3,Extrovert
1044,11,Yes,,2,Yes,1,1,Introvert
1045,0,No,9,5,No,13,4,Extrovert
1046,3,No,7,6,No,11,7,Extrovert
1047,1,No,8,6,No,7,6,Extrovert
1048,1,No,8,6,No,6,7,Extrovert
1049,0,No,4,5,No,14,,Extrovert
1050,1,No,4,6,,15,4,Extrovert
1051,2,No,7,5,No,,4,Extrovert
1052,4,Yes,2,0,,4,,Introvert
1053,8,,2,0,Yes,1,2,Introvert
1054,1,No,6,4,No,11,8,Extrovert
1055,3,No,4,7,No,15,3,Extrovert
1056,0,No,9,5,No,9,3,Extrovert
1057,0,No,,5,No,,7,Extrovert
1058,0,No,7,5,No,13,5,Extrovert
1059,3,,3,3,No,5,3,Extrovert
1060,,Yes,3,2,Yes,,0,Introvert
1061,5,Yes,2,,Yes,0,1,Introvert
1062,0,No,4,7,No,11,,Extrovert
1063,0,No,9,3,No,5,,Extrovert
1064,1,No,3,3,No,11,4,Extrovert
1065,,No,7,6,No,5,9,Extrovert
1066,1,No,8,6,No,13,8,Extrovert
1067,1,No,,5,No,5,8,Extrovert
1068,4,No,10,4,No,11,4,Extrovert
1069,2,No,7,7,No,11,6,Extrovert
1070,2,No,8,5,No,6,3,Extrovert
1071,0,No,8,3,No,7,5,Extrovert
1072,1,No,,5,No,11,6,Extrovert
1073,0,No,5,5,No,12,9,Extrovert
1074,3,No,5,,No,12,3,Extrovert
1075,1,,6,5,No,7,8,Extrovert
1076,3,No,3,4,No,11,3,Extrovert
1077,1,No,5,5,No,14,8,Extrovert
1078,0,,9,4,No,12,5,Extrovert
1079,3,No,6,5,No,9,3,Extrovert
1080,2,No,6,,No,8,,Extrovert
1081,2,No,6,5,No,15,3,Extrovert
1082,4,No,5,5,No,8,8,Extrovert
1083,0,No,5,3,No,11,8,Extrovert
1084,7,Yes,3,2,Yes,,0,Introvert
1085,1,No,8,3,No,12,5,Extrovert
1086,0,No,5,6,No,6,4,Extrovert
1087,0,No,7,,No,14,9,Extrovert
1088,4,No,10,7,No,11,8,Extrovert
1089,1,No,7,5,No,7,10,Extrovert
1090,0,No,5,5,No,3,5,Extrovert
1091,6,Yes,2,3,Yes,1,2,Introvert
1092,3,No,5,4,No,8,5,Extrovert
1093,6,Yes,0,,,3,2,Introvert
1094,3,No,4,6,No,,7,Extrovert
1095,3,,4,5,No,6,8,Extrovert
1096,0,No,5,7,No,7,6,Extrovert
1097,2,,9,7,No,8,5,Extrovert
1098,3,No,5,5,No,4,7,Extrovert
1099,3,No,5,4,No,11,3,Extrovert
1100,3,,7,3,No,5,7,Extrovert
1101,5,Yes,1,3,Yes,2,0,Introvert
1102,3,No,8,5,No,9,8,Extrovert
1103,1,,9,6,No,10,9,Extrovert
1104,0,No,9,4,No,3,2,Extrovert
1105,0,,7,3,No,15,5,Extrovert
1106,3,No,6,6,No,15,6,Extrovert
1107,3,No,7,3,No,11,8,Extrovert
1108,2,No,4,3,No,4,8,Extrovert
1109,7,Yes,1,1,Yes,,1,Introvert
1110,7,Yes,2,2,Yes,2,3,Introvert
1111,2,No,8,3,,7,6,Extrovert
1112,1,No,9,7,No,11,4,Extrovert
1113,2,No,8,5,No,12,10,Extrovert
1114,0,No,6,4,No,8,,Extrovert
1115,4,No,4,7,No,8,7,Extrovert
1116,3,No,6,6,No,,6,Extrovert
1117,1,No,7,,No,13,9,Extrovert
1118,7,Yes,2,,Yes,2,2,Introvert
1119,5,,1,2,Yes,4,1,Introvert
1120,3,No,10,5,No,8,8,Extrovert
1121,2,No,9,4,No,,7,Extrovert
1122,0,No,7,5,No,4,5,Extrovert
1123,7,Yes,1,3,Yes,0,3,Introvert
1124,2,No,3,6,No,15,7,Extrovert
1125,0,No,4,4,No,10,4,Extrovert
1126,8,,0,0,Yes,1,,Introvert
1127,1,No,4,5,No,12,4,Extrovert
1128,1,No,8,7,No,9,9,Extrovert
1129,0,No,,3,No,9,3,Extrovert
1130,1,No,7,5,No,12,7,Extrovert
1131,0,No,3,5,No,8,9,Extrovert
1132,3,No,3,3,No,4,6,Extrovert
1133,1,No,7,3,No,14,6,Extrovert
1134,1,No,10,6,No,12,10,Extrovert
1135,0,No,8,5,No,12,5,Extrovert
1136,1,No,8,6,No,10,3,Extrovert
1137,0,No,8,6,No,5,8,Extrovert
1138,2,No,4,3,No,15,9,Extrovert
1139,,Yes,3,2,Yes,5,1,Introvert
1140,,No,6,5,No,8,3,Extrovert
1141,1,No,8,7,No,11,8,Extrovert
1142,4,No,6,7,No,8,7,Extrovert
1143,4,,0,1,Yes,1,0,Introvert
1144,6,Yes,1,2,,4,2,Introvert
1145,2,No,6,,No,8,8,Extrovert
1146,4,Yes,1,1,Yes,5,3,Introvert
1147,2,No,9,5,No,12,,Extrovert
1148,1,No,8,6,No,7,8,Extrovert
1149,1,No,4,5,No,12,9,Extrovert
1150,9,Yes,3,1,Yes,0,1,Introvert
1151,3,No,4,4,,11,5,Extrovert
1152,1,No,8,7,No,14,6,Extrovert
1153,0,No,9,5,No,9,6,Extrovert
1154,2,No,5,7,No,14,8,Extrovert
1155,11,Yes,,2,Yes,5,0,Introvert
1156,2,No,6,6,No,8,8,Extrovert
1157,3,No,7,5,No,14,6,Extrovert
1158,3,No,5,3,No,10,,Extrovert
1159,1,No,10,3,No,6,5,Extrovert
1160,1,No,6,5,No,13,7,Extrovert
1161,0,No,4,6,No,7,4,Extrovert
1162,1,No,8,3,,8,7,Extrovert
1163,2,No,3,5,No,14,4,Extrovert
1164,10,Yes,0,0,,2,2,Introvert
1165,2,,7,5,No,8,9,Extrovert
1166,7,Yes,3,1,Yes,3,0,Introvert
1167,1,No,5,3,No,5,,Extrovert
1168,3,No,7,5,No,15,7,Extrovert
1169,2,No,7,3,No,5,7,Extrovert
1170,4,No,10,7,No,12,5,Extrovert
1171,4,Yes,,0,Yes,0,0,Introvert
1172,7,Yes,1,,Yes,5,3,Introvert
1173,2,,9,6,No,7,7,Extrovert
1174,7,,,1,Yes,3,2,Introvert
1175,,No,6,7,No,8,7,Extrovert
1176,1,No,6,6,No,10,9,Extrovert
1177,2,No,6,7,No,10,9,Extrovert
1178,2,No,8,7,No,10,5,Extrovert
1179,4,Yes,2,2,Yes,1,0,Introvert
1180,0,,8,3,No,14,4,Extrovert
1181,3,No,9,4,No,9,6,Extrovert
1182,3,No,5,7,No,10,,Extrovert
1183,3,No,4,3,No,,8,Extrovert
1184,4,No,9,7,No,9,10,Extrovert
1185,2,No,5,6,No,14,8,Extrovert
1186,2,No,9,7,,12,4,Extrovert
1187,9,Yes,3,0,Yes,10,0,Introvert
1188,2,No,9,5,No,7,3,Extrovert
1189,3,No,7,4,No,5,7,Extrovert
1190,3,No,5,4,No,7,5,Extrovert
1191,4,No,4,7,No,6,3,Extrovert
1192,0,No,3,6,No,13,8,Extrovert
1193,5,Yes,2,2,Yes,5,,Introvert
1194,2,No,8,4,,7,5,Extrovert
1195,0,No,6,7,No,8,3,Extrovert
1196,0,No,3,4,No,11,6,Extrovert
1197,10,Yes,,2,Yes,4,,Introvert
1198,2,No,7,5,No,6,3,Extrovert
1199,6,Yes,3,1,Yes,2,3,Introvert
1200,0,No,5,5,No,12,5,Extrovert
1201,0,No,4,5,No,9,7,Extrovert
1202,8,,0,1,Yes,2,0,Introvert
1203,9,Yes,2,2,Yes,0,1,Extrovert
1204,5,No,5,3,No,10,8,Extrovert
1205,7,Yes,0,3,Yes,5,1,Introvert
1206,0,No,8,4,No,14,4,Extrovert
1207,3,No,8,4,No,5,8,Extrovert
1208,2,,8,3,No,9,4,Extrovert
1209,5,Yes,3,0,Yes,0,3,Introvert
1210,3,No,8,6,No,13,9,Extrovert
1211,2,No,9,6,No,6,3,Introvert
1212,,No,5,3,No,6,9,Extrovert
1213,0,No,7,6,No,4,8,Extrovert
1214,7,Yes,,0,Yes,2,2,Introvert
1215,5,Yes,1,3,Yes,5,0,Introvert
1216,2,No,5,7,No,13,5,Extrovert
1217,0,No,7,4,No,10,8,Extrovert
1218,2,No,5,,No,10,4,Extrovert
1219,3,No,5,5,,6,6,Extrovert
1220,1,No,6,7,No,11,,Extrovert
1221,9,Yes,1,0,,2,0,Introvert
1222,2,No,8,6,No,11,4,Extrovert
1223,3,No,7,7,No,13,3,Extrovert
1224,0,No,4,,No,14,4,Extrovert
1225,3,No,7,4,No,7,7,Extrovert
1226,3,No,6,6,No,10,6,Extrovert
1227,0,No,6,3,No,15,4,Extrovert
1228,2,No,3,4,No,6,3,Extrovert
1229,0,No,4,4,No,6,8,Extrovert
1230,0,Yes,3,2,Yes,3,1,Extrovert
1231,6,Yes,3,1,Yes,1,2,Introvert
1232,2,No,9,5,No,6,4,Extrovert
1233,7,Yes,2,2,Yes,1,0,Introvert
1234,9,Yes,,1,Yes,4,1,Introvert
1235,9,Yes,2,,Yes,4,0,Introvert
1236,9,Yes,3,3,Yes,1,2,Introvert
1237,1,No,8,,No,6,6,Extrovert
1238,2,No,9,3,No,5,4,Extrovert
1239,0,No,4,5,No,9,10,Extrovert
1240,8,,3,1,Yes,0,2,Introvert
1241,9,Yes,3,2,,4,0,Introvert
1242,3,No,7,3,No,13,7,Extrovert
